date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,49.05,49.05,49.05,49.05,5136.0,-5.45,-10.0,57.24,58.995,59.578,19202.35,26509.88,39721.83,2.29
