date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,32.5,32.95,32.15,31.9,27976.9,-0.39,-1.2,32.994,34.172,35.287,41535.73,46568.33,51770.7,4.66
