date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,12.11,12.38,12.3,12.03,22959.14,0.16,1.32,12.282,12.952,13.366,30503.12,40054.39,43364.18,1.74
