date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,29.99,30.8,30.08,29.75,7623.45,-0.02,-0.07,30.232,31.17,31.669,11863.01,15863.72,19446.28,0.49
