date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,34.97,34.97,34.97,34.97,12357.0,-3.89,-10.01,36.662,36.471,37.319,56234.05,53390.57,63353.35,2.95
