date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,25.01,25.67,24.61,24.51,15449.32,-0.77,-3.03,25.596,27.64,27.991,30558.15,38448.35,52190.09,3.02
