date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,17.44,17.84,17.51,17.36,23784.43,0.1,0.57,17.806,18.754,19.32,32382.28,41173.76,44154.89,2.09
