date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,22.39,22.57,22.41,22.18,19185.89,0.04,0.18,22.674,23.21,23.667,28156.77,35103.48,40932.92,2.02
