date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,13.17,13.48,13.08,12.91,67766.87,-0.22,-1.65,13.698,24.362,34.3,113413.99,122067.79,76325.14,2.52
