date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,24.55,24.9,23.36,23.0,176781.95,-2.01,-7.92,32.438,32.985,33.479,168380.53,116761.62,89394.94,23.52
