date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,26.41,26.78,26.3,26.08,15940.1,-0.08,-0.3,26.564,27.836,28.288,20114.39,32493.0,37686.06,2.13
