date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-05-13,27.68,28.88,27.94,27.33,131562.84,0.37,1.34,28.596,28.186,26.926,203600.16,183980.42,127170.12,18.79
