,code,date,open,high,low,close,volume
0,300124,2010-09-28,5.695,6.002,5.567,5.886,187736.0
1,300124,2010-09-29,5.829,5.897,5.617,5.768,49177.0
2,300124,2010-09-30,5.887,6.155,5.791,6.015,37202.0
3,300124,2010-10-08,6.015,6.617,6.015,6.617,36232.0
4,300124,2010-10-11,6.519,6.898,6.441,6.878,35349.0
5,300124,2010-10-12,6.784,7.031,6.751,6.942,18060.0
6,300124,2010-10-13,6.797,7.358,6.647,7.358,19935.0
7,300124,2010-10-14,7.288,7.413,6.967,7.058,23074.0
8,300124,2010-10-15,7.134,7.358,6.796,7.006,14229.0
9,300124,2010-10-18,6.846,7.109,6.55,7.102,15627.0
10,300124,2010-10-19,7.026,7.515,6.955,7.101,17769.0
11,300124,2010-10-20,6.942,7.233,6.815,7.233,8596.0
12,300124,2010-10-21,7.39,7.931,7.166,7.675,9471.0
13,300124,2010-10-22,7.615,8.216,7.614,7.921,6437.0
14,300124,2010-10-25,7.966,8.714,7.966,8.566,9958.0
15,300124,2010-10-26,8.446,8.758,8.383,8.612,5487.0
16,300124,2010-10-27,8.702,9.12,8.612,8.902,6136.0
17,300124,2010-10-28,8.958,9.277,8.642,8.849,7974.0
18,300124,2010-10-29,8.705,9.073,8.705,8.946,5280.0
19,300124,2010-11-01,9.014,9.598,9.014,9.566,8812.0
20,300124,2010-11-02,9.572,9.591,9.25,9.533,6760.0
21,300124,2010-11-03,9.418,9.566,8.831,8.904,8027.0
22,300124,2010-11-04,8.862,9.243,8.799,9.091,5818.0
23,300124,2010-11-05,9.123,9.342,8.882,9.105,5985.0
24,300124,2010-11-08,9.078,9.763,9.06,9.726,7268.0
25,300124,2010-11-09,9.763,9.843,9.603,9.835,4447.0
26,300124,2010-11-10,9.726,10.381,9.662,10.249,5136.0
27,300124,2010-11-11,10.25,10.43,10.046,10.046,5263.0
28,300124,2010-11-12,10.11,10.238,9.342,9.713,6542.0
29,300124,2010-11-15,9.79,10.371,9.662,10.365,5923.0
30,300124,2010-11-16,10.366,10.678,9.782,9.982,6042.0
31,300124,2010-11-17,9.74,9.947,9.385,9.447,5943.0
32,300124,2010-11-18,9.469,10.014,9.405,9.856,4441.0
33,300124,2010-11-19,9.888,10.302,9.76,10.237,4169.0
34,300124,2010-11-22,10.238,10.558,9.989,10.261,5858.0
35,300124,2010-11-23,10.241,10.34,10.002,10.225,3347.0
36,300124,2010-11-24,10.215,10.494,10.083,10.469,3835.0
37,300124,2010-11-25,10.315,10.75,10.27,10.59,7028.0
38,300124,2010-11-26,10.509,10.557,10.213,10.23,4383.0
39,300124,2010-11-29,10.263,10.295,10.046,10.218,4798.0
40,300124,2010-11-30,10.295,10.317,9.598,10.039,5493.0
41,300124,2010-12-01,10.05,10.236,9.726,9.854,3551.0
42,300124,2010-12-02,9.982,10.046,9.797,9.806,3108.0
43,300124,2010-12-06,9.662,9.852,9.617,9.617,3946.0
44,300124,2010-12-07,9.604,9.982,9.587,9.954,5478.0
45,300124,2010-12-08,9.918,9.98,9.7,9.854,8643.0
46,300124,2010-12-09,9.732,9.846,9.673,9.809,3062.0
47,300124,2010-12-10,9.822,10.219,9.79,10.081,5819.0
48,300124,2010-12-13,10.135,10.302,10.062,10.237,5380.0
49,300124,2010-12-14,10.206,10.294,9.919,10.014,5677.0
50,300124,2010-12-15,9.949,10.001,9.718,9.822,5313.0
51,300124,2010-12-16,9.73,9.912,9.662,9.726,4671.0
52,300124,2010-12-17,9.726,9.835,9.502,9.534,6064.0
53,300124,2010-12-20,9.521,9.598,9.214,9.297,10573.0
54,300124,2010-12-21,9.3,9.433,9.152,9.408,6351.0
55,300124,2010-12-22,9.373,9.457,9.227,9.265,3873.0
56,300124,2010-12-23,9.234,9.596,9.234,9.464,10300.0
57,300124,2010-12-24,9.419,9.462,8.835,8.895,7408.0
58,300124,2010-12-27,8.89,9.012,8.382,8.484,4801.0
59,300124,2010-12-28,8.35,8.472,8.065,8.28,23509.0
60,300124,2010-12-29,8.291,8.51,8.125,8.46,16518.0
61,300124,2010-12-30,8.426,8.721,8.382,8.611,8972.0
62,300124,2010-12-31,8.662,8.955,8.574,8.95,7375.0
63,300124,2011-01-04,9.014,9.242,8.955,9.213,8091.0
64,300124,2011-01-05,9.214,9.559,9.047,9.419,8199.0
65,300124,2011-01-06,9.643,10.014,9.636,9.716,14256.0
66,300124,2011-01-07,9.598,9.782,9.47,9.723,7487.0
67,300124,2011-01-10,9.721,9.722,8.835,8.927,7587.0
68,300124,2011-01-11,8.851,8.927,8.534,8.668,7647.0
69,300124,2011-01-12,8.667,8.766,8.446,8.636,4611.0
70,300124,2011-01-13,8.765,9.277,8.677,9.092,7134.0
71,300124,2011-01-14,9.022,9.25,8.886,9.059,4257.0
72,300124,2011-01-17,9.214,9.265,8.638,8.881,5973.0
73,300124,2011-01-19,8.925,9.245,8.734,9.202,4932.0
74,300124,2011-01-20,9.194,9.214,8.743,8.767,5803.0
75,300124,2011-01-21,8.657,8.926,8.51,8.708,4122.0
76,300124,2011-01-24,8.701,8.824,8.171,8.235,7978.0
77,300124,2011-01-25,8.171,8.235,7.87,8.197,6657.0
78,300124,2011-01-26,8.177,8.363,8.062,8.288,2618.0
79,300124,2011-01-27,8.254,8.689,8.16,8.611,4343.0
80,300124,2011-01-28,8.516,8.798,8.516,8.778,2369.0
81,300124,2011-01-31,8.683,9.22,8.638,9.137,4401.0
82,300124,2011-02-01,9.086,9.246,8.966,9.155,2335.0
83,300124,2011-02-09,9.026,9.147,8.561,8.573,2996.0
84,300124,2011-02-10,8.502,9.022,8.502,9.009,3527.0
85,300124,2011-02-11,9.014,9.118,8.893,9.085,2774.0
86,300124,2011-02-14,9.085,9.179,8.937,9.086,3664.0
87,300124,2011-02-15,9.035,9.355,8.939,8.945,4231.0
88,300124,2011-02-16,8.888,9.277,8.867,9.265,3522.0
89,300124,2011-02-17,9.246,9.453,9.124,9.177,3992.0
90,300124,2011-02-18,9.214,9.387,9.118,9.342,3767.0
91,300124,2011-02-21,9.278,9.649,9.227,9.513,4237.0
92,300124,2011-02-22,9.508,9.598,8.886,8.894,5618.0
93,300124,2011-02-23,8.888,9.086,8.888,9.041,2963.0
94,300124,2011-02-24,9.053,9.083,8.496,8.747,6939.0
95,300124,2011-02-25,8.683,8.83,8.646,8.766,2696.0
96,300124,2011-02-28,8.638,9.011,8.414,8.814,5437.0
97,300124,2011-03-01,8.842,8.844,8.499,8.638,7331.0
98,300124,2011-03-02,8.58,8.638,8.414,8.49,4390.0
99,300124,2011-03-03,8.446,8.683,8.445,8.507,2626.0
100,300124,2011-03-04,8.472,8.638,8.381,8.593,1598.0
101,300124,2011-03-07,8.599,8.73,8.574,8.655,4102.0
102,300124,2011-03-08,8.654,8.654,8.486,8.548,2141.0
103,300124,2011-03-09,8.55,8.622,8.478,8.561,2447.0
104,300124,2011-03-10,8.554,8.733,8.548,8.645,3532.0
105,300124,2011-03-11,8.618,9.137,8.594,9.033,6246.0
106,300124,2011-03-14,9.041,9.167,8.9,9.035,3019.0
107,300124,2011-03-15,9.028,9.129,8.753,8.858,3830.0
108,300124,2011-03-16,8.858,9.033,8.708,8.99,4147.0
109,300124,2011-03-17,8.982,9.195,8.862,8.881,5032.0
110,300124,2011-03-18,8.897,9.086,8.868,8.939,2782.0
111,300124,2011-03-21,8.907,9.099,8.907,9.017,3665.0
112,300124,2011-03-22,9.053,9.054,8.575,8.859,5794.0
113,300124,2011-03-23,8.792,9.073,8.643,8.984,7689.0
114,300124,2011-03-24,9.019,9.112,8.785,8.894,3427.0
115,300124,2011-03-25,8.945,9.014,8.865,8.977,3523.0
116,300124,2011-03-28,8.99,9.04,8.798,8.798,4670.0
117,300124,2011-03-29,8.702,8.859,8.582,8.638,4163.0
118,300124,2011-03-30,8.637,8.637,8.288,8.305,4007.0
119,300124,2011-03-31,8.3,8.445,8.3,8.412,6874.0
120,300124,2011-04-01,8.378,8.4,8.254,8.382,1973.0
121,300124,2011-04-06,8.38,8.451,8.256,8.446,2265.0
122,300124,2011-04-07,8.344,8.49,8.344,8.383,3269.0
123,300124,2011-04-08,8.376,8.665,8.355,8.612,1839.0
124,300124,2011-04-11,8.612,8.669,8.371,8.446,2542.0
125,300124,2011-04-12,8.44,8.44,8.305,8.319,2195.0
126,300124,2011-04-13,8.305,8.512,8.246,8.426,1412.0
127,300124,2011-04-14,8.43,8.526,8.404,8.479,1402.0
128,300124,2011-04-18,8.502,8.563,8.165,8.284,3450.0
129,300124,2011-04-19,8.276,8.451,8.177,8.318,2593.0
130,300124,2011-04-20,8.296,8.606,8.254,8.58,3920.0
131,300124,2011-04-21,8.574,8.683,8.497,8.669,2938.0
132,300124,2011-04-22,8.623,8.765,8.562,8.605,2588.0
133,300124,2011-04-25,8.638,8.99,8.555,8.859,2913.0
134,300124,2011-04-26,8.862,8.862,8.318,8.638,3396.0
135,300124,2011-04-27,8.916,9.421,8.786,9.142,10005.0
136,300124,2011-04-28,8.958,9.086,8.831,8.875,3934.0
137,300124,2011-04-29,8.894,9.015,8.771,8.95,4947.0
138,300124,2011-05-03,8.953,9.29,8.843,8.97,7348.0
139,300124,2011-05-04,8.784,8.864,8.674,8.745,4062.0
140,300124,2011-05-05,8.681,8.945,8.678,8.781,3760.0
141,300124,2011-05-06,8.714,8.719,8.375,8.457,11354.0
142,300124,2011-05-09,8.455,8.648,8.43,8.579,5829.0
143,300124,2011-05-10,8.579,8.629,8.482,8.597,1665.0
144,300124,2011-05-11,8.599,8.904,8.519,8.861,3811.0
145,300124,2011-05-12,8.775,9.227,8.676,9.078,7644.0
146,300124,2011-05-13,9.081,9.139,8.905,9.085,5655.0
147,300124,2011-05-16,9.214,9.668,9.063,9.329,8051.0
148,300124,2011-05-17,9.294,9.451,9.025,9.036,5358.0
149,300124,2011-05-18,9.021,9.379,8.79,9.135,3566.0
150,300124,2011-05-19,9.049,9.343,8.971,9.087,4548.0
151,300124,2011-05-20,9.1,9.333,9.028,9.273,4151.0
152,300124,2011-05-23,9.305,9.339,9.036,9.049,5873.0
153,300124,2011-05-24,8.908,9.462,8.79,9.44,9578.0
154,300124,2011-05-25,9.436,9.654,9.327,9.396,8616.0
155,300124,2011-05-26,9.391,9.487,9.1,9.229,9616.0
156,300124,2011-05-27,9.225,9.253,9.036,9.099,7180.0
157,300124,2011-05-30,9.049,9.167,8.842,9.036,5301.0
158,300124,2011-05-31,9.02,9.06,8.655,9.034,7523.0
159,300124,2011-06-01,8.927,9.085,8.914,9.01,2987.0
160,300124,2011-06-02,8.904,9.02,8.766,8.948,3821.0
161,300124,2011-06-03,8.971,9.06,8.927,9.034,2864.0
162,300124,2011-06-07,9.034,9.08,8.974,9.061,1381.0
163,300124,2011-06-08,9.071,9.295,9.024,9.113,4348.0
164,300124,2011-06-09,9.074,9.136,8.932,8.992,2474.0
165,300124,2011-06-10,8.971,9.099,8.908,9.059,2389.0
166,300124,2011-06-13,9.01,9.1,8.919,9.03,1120.0
167,300124,2011-06-14,9.03,9.281,8.971,9.17,2089.0
168,300124,2011-06-15,9.165,9.197,8.907,8.975,3451.0
169,300124,2011-06-16,8.971,9.032,8.922,8.936,1499.0
170,300124,2011-06-20,8.905,8.905,8.536,8.777,13701.0
171,300124,2011-06-21,8.709,8.739,8.504,8.534,5245.0
172,300124,2011-06-22,8.528,8.7,8.519,8.549,3132.0
173,300124,2011-06-23,8.532,8.745,8.481,8.743,4180.0
174,300124,2011-06-24,8.723,8.939,8.651,8.812,4355.0
175,300124,2011-06-27,8.842,8.981,8.812,8.886,2504.0
176,300124,2011-06-28,8.825,8.907,8.713,8.894,2084.0
177,300124,2011-06-29,8.797,8.996,8.779,8.905,2288.0
178,300124,2011-06-30,8.814,8.908,8.661,8.894,6798.0
179,300124,2011-07-01,8.79,8.981,8.79,8.956,3284.0
180,300124,2011-07-04,8.963,9.333,8.963,9.165,6126.0
181,300124,2011-07-05,9.165,9.274,9.087,9.139,3567.0
182,300124,2011-07-06,9.156,9.617,9.02,9.575,13349.0
183,300124,2011-07-07,9.575,9.926,9.5,9.682,8765.0
184,300124,2011-07-08,9.675,9.782,9.526,9.637,3634.0
185,300124,2011-07-11,9.591,9.746,9.423,9.637,3539.0
186,300124,2011-07-12,9.637,9.875,9.567,9.835,7456.0
187,300124,2011-07-13,9.833,10.093,9.753,10.077,6409.0
188,300124,2011-07-14,10.068,10.135,9.875,10.053,4375.0
189,300124,2011-07-15,10.068,10.523,10.053,10.307,7280.0
190,300124,2011-07-18,10.306,10.44,10.196,10.369,3592.0
191,300124,2011-07-19,10.369,10.445,10.01,10.12,3606.0
192,300124,2011-07-20,10.152,10.337,9.93,9.942,5149.0
193,300124,2011-07-21,9.951,10.169,9.877,10.03,4672.0
194,300124,2011-07-22,10.031,10.257,10.01,10.172,3147.0
195,300124,2011-07-25,10.248,10.248,9.695,9.853,6799.0
196,300124,2011-07-26,9.913,9.966,9.697,9.925,2120.0
197,300124,2011-07-27,9.925,10.449,9.778,10.43,6757.0
198,300124,2011-07-28,10.401,11.23,10.314,11.125,17182.0
199,300124,2011-07-29,11.056,11.165,10.759,10.971,8651.0
200,300124,2011-08-01,11.082,11.564,10.844,10.972,7196.0
201,300124,2011-08-02,10.972,11.358,10.65,11.203,6751.0
202,300124,2011-08-03,11.101,11.23,10.959,10.959,3774.0
203,300124,2011-08-04,10.87,11.199,10.823,11.191,4376.0
204,300124,2011-08-05,10.843,11.833,10.73,11.385,14998.0
205,300124,2011-08-08,11.27,11.682,10.818,11.295,8341.0
206,300124,2011-08-09,10.52,11.473,10.52,11.173,10355.0
207,300124,2011-08-10,11.437,11.546,11.175,11.227,5564.0
208,300124,2011-08-11,10.982,11.456,10.946,11.307,4473.0
209,300124,2011-08-12,11.359,11.708,11.167,11.616,7063.0
210,300124,2011-08-15,11.761,11.772,11.088,11.1,10641.0
211,300124,2011-08-16,11.097,11.186,10.856,11.011,4381.0
212,300124,2011-08-17,10.928,11.004,10.727,10.893,8544.0
213,300124,2011-08-18,10.894,11.004,10.728,10.791,6122.0
214,300124,2011-08-19,10.711,10.843,10.401,10.404,4568.0
215,300124,2011-08-22,10.412,10.556,10.301,10.334,4528.0
216,300124,2011-08-23,10.333,10.636,10.33,10.595,5646.0
217,300124,2011-08-24,10.714,10.79,10.457,10.507,3706.0
218,300124,2011-08-25,10.512,10.569,10.04,10.441,7193.0
219,300124,2011-08-26,10.517,10.52,10.346,10.456,2915.0
220,300124,2011-08-29,10.481,10.564,10.328,10.417,3329.0
221,300124,2011-08-30,10.453,10.778,10.404,10.649,8150.0
222,300124,2011-08-31,10.656,10.778,10.133,10.52,5653.0
223,300124,2011-09-02,10.328,10.427,10.055,10.223,5478.0
224,300124,2011-09-05,10.301,10.301,9.908,10.186,4146.0
225,300124,2011-09-06,10.133,10.262,9.953,10.159,1624.0
226,300124,2011-09-07,10.213,10.301,10.03,10.279,2834.0
227,300124,2011-09-08,10.326,10.456,10.241,10.249,2063.0
228,300124,2011-09-09,10.143,10.286,10.04,10.042,1928.0
