,Unnamed: 0,code,date,open,high,low,close,volume,amplitude,percent,MA3,EMA5,EMA10,EMA14,EMA20,EMA30,EMA22,EMA250,EMA888,DIFF,DEA,abspercent,EMA15PER,EMA5LOW,EMA10LOW,EMA15LOW,EMA20LOW,low9,high9,quick_k,quick_d,slow_d,lowopendiff,lowdiffmacd,lowclosediff,lowdiffmacd2,maxclosediff,absclosediff,fmrsi,fzrsi,rsi5,highlowdiff,highlowdiffema5,bollstd,jd,ejd,newdiverse10
0,0,601601,2007-12-25,42.777,43.591,40.16,40.403,3404207.11,,,,40.403,40.403,40.403,40.403,40.403,40.403,40.403,40.403,0.0,,,,40.16,40.16,40.16,40.16,,,0.0,,,8.19333500496,8.193,0.243,0.243,0.0,,0.0,,,3.431,3.431,,,,0.0
1,1,601601,2007-12-26,40.68,42.131,40.269,41.88,1032531.61,1.477,0.0366,,41.289,41.215,41.194,41.178,41.166,41.175,41.144,41.142,0.04,,3.66,3.66,40.225,40.22,40.218,40.217,,,0.0,,,4.51941747573,6.152,1.611,0.976,1.477,1.477,0.886,1.477,59.99,1.862,2.49,,1525049.18797,1525049.18797,0.0161
2,2,601601,2007-12-27,41.938,43.079,41.645,42.198,781069.37,0.318,0.0076,41.494,41.72,41.61,41.578,41.553,41.533,41.547,41.498,41.495,0.063,,0.76,2.113,40.898,40.793,40.758,40.741,,,0.0,0.0,,3.38510929607,5.018,0.553,0.814,0.318,0.318,0.617,0.782,78.9,1.434,1.99,,248380.05966,673936.435763,0.0141
3,3,601601,2007-12-28,42.106,42.182,41.108,41.477,419885.36,-0.721,-0.0171,41.852,41.619,41.566,41.547,41.531,41.518,41.527,41.493,41.49,0.039,,-1.71,0.665,40.985,40.897,40.864,40.847,,,0.0,0.0,,2.57894104935,4.192,0.369,0.678,0.0,0.721,0.361,0.753,47.94,1.074,1.609,,-302737.34456,115837.132721,-0.0021
4,4,601601,2008-01-02,41.1,41.309,40.303,40.772,415461.93,-0.705,-0.017,41.482,41.294,41.338,41.345,41.347,41.348,41.348,41.347,41.346,-0.01,,-1.7,-0.049,40.723,40.726,40.72,40.716,,,0.0,0.0,0.0,2.4653237269,3.678,0.469,0.624,0.0,0.705,0.222,0.733,30.29,1.006,1.378,,-292900.66065,-102156.357077,-0.0137
5,5,601601,2008-01-03,40.772,40.991,39.506,40.94,454952.33,0.168,0.0041,41.063,41.164,41.235,41.251,41.261,41.268,41.263,41.277,41.278,-0.028,,0.41,0.069,40.278,40.409,40.445,40.46,,,0.0,0.0,0.0,3.68957849361,3.681,1.434,0.811,0.168,0.168,0.202,0.516,39.15,1.485,1.417,,76431.99144,-9981.72558419,-0.0072
6,6,601601,2008-01-04,41.024,41.418,40.722,41.091,299430.94,0.151,0.0037,40.934,41.138,41.2,41.217,41.229,41.238,41.232,41.25,41.251,-0.032,0.01,0.37,0.137,40.436,40.485,40.502,40.51,,,0.0,0.0,0.0,1.69466764061,3.179,0.369,0.718,0.151,0.151,0.184,0.383,48.04,0.696,1.162,,45214.07194,18054.235063,-0.0026
7,7,601601,2008-01-07,40.764,41.251,40.278,40.714,254548.71,-0.377,-0.0092,40.915,40.991,41.09,41.119,41.14,41.156,41.145,41.181,41.183,-0.055,0.002,-0.92,-0.081,40.381,40.438,40.459,40.47,,,0.0,0.0,0.0,2.38688074182,2.988,0.436,0.663,0.0,0.377,0.12,0.381,31.5,0.973,1.096,,-95964.86367,-39404.208393,-0.0092
8,8,601601,2008-01-08,40.814,42.173,40.814,41.259,463583.53,0.545,0.0134,41.021,41.083,41.126,41.145,41.159,41.171,41.162,41.19,41.192,-0.036,-0.008,1.34,0.19,40.529,40.52,40.523,40.525,40.403,42.198,47.69,15.9,5.3,3.27521178016,3.055,0.445,0.623,0.545,0.545,0.266,0.438,60.73,1.359,1.186,,252653.02385,107197.068968,0.0032
9,9,601601,2008-01-09,40.932,41.477,40.638,41.192,236002.84,-0.067,-0.0016,41.055,41.12,41.14,41.153,41.164,41.173,41.167,41.19,41.192,-0.027,-0.021,-0.16,0.127,40.566,40.544,40.542,40.542,40.714,42.198,32.21,26.63,14.18,2.04347561347,2.828,0.554,0.611,0.0,0.067,0.176,0.311,56.59,0.839,1.068,,-15812.19028,45572.0780337,0.0013
10,10,601601,2008-01-10,41.292,41.519,40.747,41.259,252251.59,0.067,0.0016,41.237,41.167,41.164,41.171,41.178,41.184,41.179,41.197,41.198,-0.015,-0.029,0.16,0.133,40.627,40.586,40.575,40.571,40.714,42.198,36.73,38.88,27.14,1.87683854812,2.62,0.512,0.594,0.067,0.067,0.139,0.228,60.96,0.772,0.968,,16900.85653,31222.4539771,0.0023
