,code,date,open,high,low,close,volume
0,399006,2010-06-02,967.609,997.12,952.61,997.119,1074627.0
1,399006,2010-06-03,1002.355,1026.7,997.77,998.394,1616805.0
2,399006,2010-06-04,989.681,1027.68,986.5,1027.681,1500295.0
3,399006,2010-06-07,1005.028,1075.22,1001.7,1069.468,2655275.0
4,399006,2010-06-08,1067.324,1075.5,1050.96,1067.154,1976720.0
5,399006,2010-06-09,1070.852,1102.1,1069.43,1077.823,2541568.0
6,399006,2010-06-10,1077.675,1119.11,1076.28,1117.478,2197404.0
7,399006,2010-06-11,1122.443,1128.23,1118.71,1122.199,2224874.0
8,399006,2010-06-17,1126.13,1129.68,1064.84,1064.839,1764283.0
9,399006,2010-06-18,1052.067,1053.14,993.17,1000.277,1630650.0
10,399006,2010-06-21,991.957,1043.16,976.41,1040.802,1574797.0
11,399006,2010-06-22,1037.039,1057.37,1033.65,1034.995,1427162.0
12,399006,2010-06-23,1026.865,1056.35,1023.74,1047.337,1257359.0
13,399006,2010-06-24,1046.759,1059.75,1041.54,1050.601,1069132.0
14,399006,2010-06-25,1046.212,1046.21,999.16,1016.283,1237298.0
15,399006,2010-06-28,1009.223,1014.41,984.22,987.827,920673.0
16,399006,2010-06-29,985.572,992.23,912.54,913.309,1497799.0
17,399006,2010-06-30,898.291,921.81,881.36,919.314,1223661.0
18,399006,2010-07-01,914.395,921.21,882.19,882.19,1049572.0
19,399006,2010-07-02,878.951,885.34,832.62,873.12,1288833.0
20,399006,2010-07-05,857.369,870.86,842.73,862.268,915864.0
21,399006,2010-07-06,859.258,898.45,857.8,893.718,1165231.0
22,399006,2010-07-07,896.532,908.55,890.34,908.549,1046162.0
23,399006,2010-07-08,911.997,914.3,887.03,905.509,1098087.0
24,399006,2010-07-09,903.496,936.53,896.89,932.147,1451460.0
25,399006,2010-07-12,931.53,941.07,924.06,930.17,1263600.0
26,399006,2010-07-13,924.948,936.64,906.3,931.08,1468657.0
27,399006,2010-07-14,929.749,937.93,916.07,922.362,1423586.0
28,399006,2010-07-15,920.046,930.55,892.56,892.557,1175880.0
29,399006,2010-07-16,885.067,895.06,869.02,892.298,1009312.0
30,399006,2010-07-19,881.656,910.18,878.07,908.049,938802.0
31,399006,2010-07-20,909.543,937.54,909.54,937.017,1365808.0
32,399006,2010-07-21,940.097,959.04,938.16,941.25,1665745.0
33,399006,2010-07-22,938.218,950.21,932.02,950.209,1326602.0
34,399006,2010-07-23,951.84,964.74,948.13,960.588,1721251.0
35,399006,2010-07-26,962.76,966.73,954.76,966.154,1476035.0
36,399006,2010-07-27,963.544,968.04,955.73,957.967,1361821.0
37,399006,2010-07-28,955.188,972.53,954.52,972.534,1566182.0
38,399006,2010-07-29,974.295,982.01,965.61,975.362,1794193.0
39,399006,2010-07-30,971.663,971.66,955.92,968.431,1458486.0
40,399006,2010-08-02,968.45,994.23,968.45,994.228,1810364.0
41,399006,2010-08-03,995.195,996.26,975.64,975.645,1757058.0
42,399006,2010-08-04,971.407,978.01,955.93,978.014,1446165.0
43,399006,2010-08-05,980.27,998.1,978.33,987.351,1770399.0
