,Unnamed: 0,code,date,open,high,low,close,volume,amplitude,percent,MA3,EMA5,EMA10,EMA14,EMA20,EMA30,EMA22,EMA250,EMA888,DIFF,DEA,abspercent,EMA15PER,EMA5LOW,EMA10LOW,EMA15LOW,EMA20LOW,low9,high9,quick_k,quick_d,slow_d,lowopendiff,lowdiffmacd,lowclosediff,lowdiffmacd2,maxclosediff,absclosediff,fmrsi,fzrsi,rsi5,highlowdiff,highlowdiffema5,bollstd,jd,ejd,newdiverse10
0,0,300401,2014-10-09,4.614,5.033,4.614,5.033,463.0,,,,5.033,5.033,5.033,5.033,5.033,5.033,5.033,5.033,0.0,,,,4.614,4.614,4.614,4.614,,,0.0,,,8.68663833316,8.687,0.419,0.419,0.0,,0.0,,,0.419,0.419,,,,0.0
1,1,300401,2014-10-10,5.537,5.537,5.537,5.537,132.0,0.504,0.1001,,5.335,5.31,5.303,5.298,5.293,5.296,5.286,5.285,0.014,,10.01,10.01,5.168,5.122,5.106,5.099,,,0.0,,,0.0,3.861,0.0,0.195,0.504,0.504,0.302,0.504,59.92,0.0,0.168,,66.528,66.528,0.0427
2,2,300401,2014-10-13,6.091,6.091,6.091,6.091,151.0,0.554,0.1001,5.554,5.693,5.624,5.604,5.589,5.577,5.586,5.556,5.554,0.038,,10.01,10.01,5.605,5.511,5.479,5.463,,,0.0,0.0,,0.0,2.278,0.0,0.12,0.554,0.554,0.422,0.534,79.03,0.0,0.088,,83.654,77.9453333333,0.083
3,3,300401,2014-10-14,6.7,6.7,6.7,6.7,169.0,0.609,0.1,6.109,6.111,5.979,5.939,5.91,5.887,5.903,5.846,5.842,0.076,,10.0,10.006,6.06,5.903,5.848,5.82,,,0.0,0.0,,0.0,1.507,0.0,0.083,0.609,0.609,0.499,0.57,87.54,0.0,0.052,,102.921,92.2171428571,0.1206
4,4,300401,2014-10-15,7.368,7.368,7.368,7.368,243.0,0.668,0.0997,6.72,6.594,6.377,6.312,6.262,6.224,6.252,6.155,6.148,0.125,,9.97,9.995,6.562,6.324,6.238,6.195,,,0.0,0.0,0.0,0.0,1.058,0.0,0.062,0.668,0.668,0.564,0.61,92.46,0.0,0.032,,162.324,129.607466667,0.1554
5,5,300401,2014-10-16,8.106,8.106,8.106,8.106,448.0,0.738,0.1002,7.391,7.146,6.826,6.727,6.651,6.592,6.635,6.487,6.477,0.191,,10.02,10.002,7.126,6.786,6.662,6.598,,,0.0,0.0,0.0,0.0,0.772,0.0,0.047,0.738,0.738,0.628,0.659,95.3,0.0,0.02,,330.624,233.357935484,0.1875
6,6,300401,2014-10-17,8.919,8.919,8.919,8.919,1971.0,0.813,0.1003,8.131,7.774,7.331,7.189,7.08,6.994,7.057,6.843,6.828,0.274,0.103,10.03,10.008,7.761,7.3,7.126,7.037,,,0.0,0.0,0.0,0.0,0.576,0.0,0.037,0.813,0.813,0.693,0.716,96.79,0.0,0.013,,1602.423,928.756063492,0.2166
7,7,300401,2014-10-20,9.812,9.812,9.812,9.812,3316.0,0.893,0.1001,8.946,8.481,7.895,7.702,7.552,7.434,7.52,7.224,7.204,0.375,0.156,10.01,10.008,8.472,7.872,7.638,7.516,,,0.0,0.0,0.0,0.0,0.438,0.0,0.03,0.893,0.893,0.763,0.778,98.07,0.0,0.009,,2961.188,1952.97373228,0.2428
8,8,300401,2014-10-21,10.795,10.795,10.795,10.795,4798.0,0.983,0.1002,9.842,9.273,8.526,8.272,8.072,7.914,8.03,7.634,7.606,0.496,0.225,10.02,10.011,9.267,8.508,8.202,8.042,5.033,10.795,100.0,33.33,11.11,0.0,0.337,0.0,0.025,0.983,0.983,0.838,0.849,98.7,0.0,0.006,,4716.434,3340.12241569,0.2661
9,9,300401,2014-10-22,11.873,11.873,11.873,11.873,10474.0,1.078,0.0999,10.827,10.155,9.229,8.903,8.645,8.439,8.589,8.073,8.037,0.64,0.311,9.99,10.007,10.151,9.215,8.825,8.619,5.537,11.873,100.0,66.67,33.33,0.0,0.261,0.0,0.02,1.078,1.078,0.919,0.928,99.03,0.0,0.004,,11290.972,7323.32690411,0.2865
